DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2009-2010 OVERALL GRADE,2009-2010 OVERALL SCORE,2009-2010 ENVIRONMENT CATEGORY SCORE,2009-2010 ENVIRONMENT GRADE,2009-2010 PERFORMANCE CATEGORY SCORE,2009-2010 PERFORMANCE GRADE,2009-2010 PROGRESS CATEGORY SCORE,2009-2010 PROGRESS GRADE,2009-2010 ADDITIONAL CREDIT,2008-09 PROGRESS REPORT GRADE
04M096,4,P.S. 096 Joseph Lanzetta,Noel Rios,EMS,K-8,63.09,C,26.4,3.2,D,3.8,D,18.9,C,0.5,A
04M101,4,P.S. 101 Andrew Draper,Cynthia Rochez,EMS,Middle,,,,,,,,,,,
04M102,4,P.S. 102 Jacques Cartier,Sandra Gittens,EMS,Elementary,74.03,A,74,9.1,A,10.9,B,45.2,A,8.8,B
04M108,4,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,Lourdes Arroyo,EMS,K-8,61.42,B,46.4,11.8,A,10.9,B,20.2,C,3.5,A
04M112,4,P.S. 112 Jose Celso Barbosa,Eileen Reiter,EC,K-2,64.23,B,40.1,10,A,8.6,B,13.2,A,8.3,
04M117,4,Tito Puente Education Complex,Ralph Martinez,EMS,Middle,,,,,,,,,,,
04M146,4,P.S. 146 Ann M. Short,Mona Silfen,EMS,Elementary,73.23,C,19.8,5.9,C,0,F,13.9,D,0,A
04M155,4,P.S. 155 William Paca,Lillian Raimundi Ortiz,EMS,Elementary,69.02,B,40.9,8.8,A,5,D,24.8,B,2.3,A
04M171,4,P.S. 171 Patrick Henry,Dimitres Pantelidis,EMS,K-8,57.4,A,64.8,8.9,A,14.2,A,35.7,A,6,A
04M182,4,The Bilingual Bicultural School,Andrea Hernandez,EMS,Elementary,63.96,A,79.7,9.4,A,17.1,A,47.9,A,5.3,A
04M206,4,P.S. 206 Jose Celso Barbosa,Myrna Rodriguez,EMS,Elementary,64.11,C,34.4,8,B,6.9,C,19,C,0.5,A
04M224,4,M.S. 224 Manhattan East School for Arts & Academics,Liliana Sarro,EMS,Middle,3.43,C,40.4,7.7,B,7.9,C,22.5,C,2.3,B
04M372,4,ESPERANZA PREPARATORY ACADEMY,Alex Estrella,EMS,Middle,1.99,A,62.8,12.4,A,5.6,D,40.5,A,4.3,
04M375,4,Mosaic Preparatory Academy,Lisette Caesar,EMS,Elementary,67.68,B,53.6,7.3,B,1.2,F,40.6,A,4.5,
04M377,4,Renaissance School of the Arts,Tammy Pate-Spears,EMS,Middle,2.11,A,68.9,7.3,B,7.9,C,48.4,A,5.3,
04M381,4,Global Neighborhood Secondary School,Luis Genao,EMS,Middle,2.08,C,40.3,7.7,B,3.6,F,28.2,B,0.8,
04M406,4,GLOBAL TECHNOLOGY PREPARATORY,Chrystina Russell,EMS,Middle,2.23,,,,,,,,,,
04M409,4,Coalition School for Social Change,Eileen Miller Cohen,HS,High School,2.2,C,55.5,9.7,B,11.5,D,31.3,C,3,C
04M435,4,Manhattan Center for Science and Mathematics,Jose David Jimenez,HS,High School,3.1,B,60.9,6.4,D,16.2,B,38.3,B,0,B
04M495,4,Park East High School,Kevin Mccarthy,HS,High School,2.09,A,82.6,10.5,A,18.5,A,46.1,A,7.5,A
04M497,4,Central Park East I,Julie Zuckerman,EMS,Elementary,37.83,C,21.7,11.7,A,1,F,8.2,F,0.8,A
04M555,4,Central Park East High School,Bennett Lieberman,HS,High School,2.53,A,72.3,12.9,A,10.9,D,47,A,1.5,A
04M610,4,Young Women's Leadership School,Althea Bradshaw-Tyson,HS,High School,3.05,A,70.4,12.5,A,20.2,A,37.7,B,0,A
04M610,4,Young Women's Leadership School,Althea Bradshaw-Tyson,EMS,Middle,3.37,C,24.6,12.2,A,3.7,D,8.7,F,0,B
04M635,4,Academy of Environmental Science Secondary High School,Irma Garceau,HS,High School,2.06,F,32.7,6,D,6.7,F,20,F,0,D
04M635,4,Academy of Environmental Science Secondary High School,Irma Garceau,EMS,Middle,,,,,,,,,,,
04M680,4,"Heritage School, The",Luis Alberto Duany,HS,High School,2.13,C,50.7,4.3,F,15,B,29.9,C,1.5,A
04M695,4,Urban Peace Academy,Flora Greenaway,HS,High School,,,,,,,,,,,
04M825,4,Isaac Newton Middle School for Math & Science,Lisa Nelson,EMS,Middle,2.84,C,22.9,8.3,B,5.9,D,8.7,F,0,A
04M964,4,Central Park East II,Naomi Smith,EMS,Elementary,49.09,B,40.7,10.7,A,3.3,D,24.4,B,2.3,A
05M030,5,P.S. 030 Hernandez/Hughes,Karen Melendez Hutt,EMS,Elementary,66.85,A,62.3,8.7,A,6.7,C,43.1,A,3.8,A
05M036,5,P.S. 036 Margaret Douglas,Cynthia Mullins-Simmons,EC,K-3,57.64,B,26.9,7.2,B,5,D,8.7,B,6,
05M046,5,P.S. 046 Arthur Tappan,George Young,EMS,Elementary,62.45,C,32.3,6.6,B,5.8,C,19.1,C,0.8,A
05M092,5,P.S. 092 Mary McLeod Bethune,Rosa Davila,EMS,Elementary,62.65,B,42.1,11.4,A,5.1,D,20.6,C,5,B
05M123,5,P.S. 123 Mahalia Jackson,Beverly Lewis,EMS,K-8,60.69,C,25.8,8.4,B,3.5,D,11.9,D,2,A
05M125,5,P.S. 125 Ralph Bunche,Rafaela Espinal Pacheco,EMS,Elementary,60.88,B,42.6,5.7,C,0.9,F,33,B,3,A
05M129,5,P.S. 129 John H. Finley,Odelphia Pierre,EMS,K-8,59.58,B,50,8.1,B,6,D,29.1,B,6.8,A
05M133,5,P.S. 133 Fred R Moore,Susan M. Vairo,EMS,Elementary,62.49,C,33.2,2.9,D,1,F,27.8,B,1.5,A
05M154,5,P.S. 154 Harriet Tubman,Elizabeth Jarrett,EMS,Elementary,65,C,35.1,7.3,B,4.7,D,23.1,C,0,A
05M161,5,P.S. 161 Pedro Albizu Campos,Barbara Freeman,EMS,K-8,66.35,B,51.9,10.6,A,8.6,C,28.4,B,4.3,A
05M175,5,P.S. 175 Henry H Garnet,Cheryl Mcclendon,EMS,Elementary,59.22,B,52.9,6.8,B,6.7,C,36.4,A,3,C
05M194,5,P.S. 194 Countee Cullen,Charyn Koppelson Cleary,EMS,Elementary,65.87,C,35.4,3.9,D,0,F,29.5,B,2,A
05M195,5,I.S. 195 Roberto Clemente,Rosarie Jean,EMS,Middle,2.35,D,22,3.8,D,3.7,D,14,D,0.5,B
05M197,5,P.S. 197 John B. Russwurm,Renardo Wright,EMS,Elementary,58.68,B,56.6,9.5,A,8.2,C,33.1,B,5.8,A
05M200,5,P.S. 200- The James Mccune Smith School,Renee Y. Belton,EMS,Elementary,59.82,B,43.5,3,D,2.2,D,32.3,B,6,A
05M285,5,Harlem Renaissance High School,Mary Rice,HST,High School Transfer,2.15,C,49.9,8.1,C,9.4,F,30.9,C,1.5,D
05M286,5,I.S. M286 Renaissance Military Leadership Academy,Qadir Ben Dixon,EMS,Middle,2.53,C,33.4,10,A,5.8,D,17.6,D,0,A
05M302,5,KAPPA IV,Briony Carr,EMS,Middle,2.76,B,53.6,9.3,A,8.6,C,33.7,B,2,A
05M304,5,Mott Hall High School,Blaine Walton,HS,High School,2.53,B,65.5,9.2,B,19.2,A,37.1,B,0,C
05M317,5,Kappa II,Sean Dunning,EMS,Middle,2.14,D,25.7,2.8,D,4.4,D,18,D,0.5,D
05M318,5,Thurgood Marshall Academy Lower School,Sean Davenport,EMS,Elementary,47.59,C,32,9,A,1.8,D,20.4,C,0.8,B
05M344,5,Academy of Collaborative Education,Rashaunda Shaw,EMS,Middle,2.25,F,13.7,2.8,D,1.4,F,8.7,F,0.8,D
05M362,5,Columbia Secondary School,Jose Maldonado-Rivera,EMS,Middle,3.84,C,22.9,6.2,C,13.4,B,3.3,F,0,A
05M367,5,Academy for Social Action: A College Board School,Crystal Simmons,HS,High School,2.36,,,,,,,,,,
05M367,5,Academy for Social Action: A College Board School,Crystal Simmons,EMS,Middle,2.46,B,43,8,B,6.2,D,28.8,B,0,C
05M369,5,Urban Assembly School for the Performing Arts,Fia Davis,HS,High School,2.46,A,70.9,4.7,F,15.6,B,46.1,A,4.5,
05M410,5,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,Travis Brown,EMS,Middle,2.34,,,,,,,,,,
05M469,5,Choir Academy of Harlem,Dr. A. Ellen Parris,HS,High School,2.43,B,62.5,7.5,C,12.9,C,42.1,A,0,D
05M469,5,Choir Academy of Harlem,Dr. A. Ellen Parris,EMS,Middle,2.4,C,31.6,5.4,C,4,D,21.4,C,0.8,A
05M499,5,Frederick Douglass Academy,Gregory Hodge,HS,High School,3.14,D,40.6,3.7,F,11.5,D,20.9,F,4.5,C
05M499,5,Frederick Douglass Academy,Gregory Hodge,EMS,Middle,3.02,C,39.6,2.3,F,8.3,C,26,B,3,A
05M670,5,Thurgood Marshall Academy for Learning and Social Change,Sandye Johnson,HS,High School,2.66,B,63.1,9,B,12,C,39.1,B,3,B
05M670,5,Thurgood Marshall Academy for Learning and Social Change,Sandye Johnson,EMS,Middle,2.9,D,24.1,9.3,A,6.4,D,7.9,F,0.5,B
05M685,5,Bread & Roses Integrated Arts High School,Larry Wilson,HS,High School,2.03,D,43,6.1,D,11.2,D,25.7,D,0,C
05M692,5,"High School for Mathematics, Science and Engineering at City College",William Dugan,HS,High School,3.76,A,76.2,9,B,22.7,A,44.5,A,0,A
06M004,6,P.S. 004 Duke Ellington,Delois White,EMS,Elementary,65.56,B,50.7,8.5,B,4.2,D,34.2,B,3.8,A
06M005,6,P.S. 005 Ellen Lurie,Wanda Soto,EMS,Elementary,66.31,B,54.5,8.6,B,7.1,C,35.8,A,3,A
06M008,6,P.S. 008 Luis Belliard,Rafaela Landin,EMS,Elementary,68.56,A,60.8,11.5,A,5.1,D,39.9,A,4.3,A
06M018,6,P.S. 018 Park Terrace,Aurea Porrata-Doria,EMS,K-8,63.4,B,54.1,12.7,A,6.4,C,30.5,B,4.5,A
06M028,6,P.S. 028 Wright Brothers,Elsa Nunez,EMS,Elementary,64.93,A,58.6,10,A,7.2,C,37.6,A,3.8,A
06M048,6,P.S. 048 P.O. Michael J. Buczek,Tracy Walsh,EMS,Elementary,67.12,B,46.4,9.1,A,6.7,C,28.3,B,2.3,A
06M052,6,J.H.S. 052 Inwood,Salvador Fernandez,EMS,Middle,2.59,A,63,10.7,A,7.4,C,40.9,A,4,A
06M098,6,P.S. 098 Shorac Kappock,Maritza Rodriguez,EMS,Elementary,68.39,B,48.2,4.8,C,4.8,D,34.8,B,3.8,A
06M115,6,P.S. 115 Alexander Humboldt,Angela Rodriguez,EMS,Elementary,67.01,C,9.3,7.7,B,1.6,D,0,F,0,A
06M128,6,P.S. 128 Audubon,Rosa Argelia Arredondo,EMS,Elementary,66,B,48.8,8.7,A,5,D,30.3,B,4.8,A
06M132,6,P.S. 132 Juan Pablo Duarte,Xiomara Nova,EMS,Elementary,68.59,B,45.3,7.2,B,4.4,D,29.7,B,4,A
06M143,6,J.H.S. 143 Eleanor Roosevelt,Ourania Pappas,EMS,Middle,2.34,B,45,8.7,B,5.6,D,30.7,B,0,A
06M152,6,P.S. 152 Dyckman Valley,Julia Pietri,EMS,Elementary,64.22,B,41.4,4,D,6,C,30.6,B,0.8,A
06M153,6,P.S. 153 Adam Clayton Powell,Karen Bailey,EMS,Elementary,63.46,A,79,10.4,A,11.9,B,47.7,A,9,A
06M173,6,P.S. 173,Dawn Boursiquot,EMS,Elementary,58.51,B,55.8,3.8,D,5.8,C,41.2,A,5,A
06M178,6,Professor Juan Bosch Public School,Deirdre Budd,EC,K-2,51.95,B,30,12.3,A,7.5,B,9.4,B,0.8,
06M187,6,P.S./I.S. 187 Hudson Cliffs,Ms. Cynthia Chory,EMS,K-8,42.09,A,57.5,9,A,9.6,C,34.4,A,4.5,A
06M189,6,P.S. 189,Theresa Luger,EMS,Elementary,66.66,A,62.2,10.1,A,6.6,C,41,A,4.5,A
06M192,6,P.S. 192 Jacob H. Schiff,Deborah Schaefer,EMS,Elementary,65.84,C,38.6,8.2,B,3.6,D,26,B,0.8,A
06M210,6,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,Evelyn Linares,EMS,K-8,66.04,B,47.4,12.6,A,9.9,C,24.1,C,0.8,A
06M218,6,I.S. 218 Salome Urena,June Barnett,EMS,Middle,2.38,B,51.7,5.5,C,5.2,D,37.2,A,3.8,A
06M223,6,The Mott Hall School,Cynthia Arndt,EMS,Middle,3.68,A,72.5,8.2,B,16.3,A,46.5,A,1.5,A
06M278,6,Paula Hedbavny School,Maureen Guido,EMS,K-8,55.54,B,50,10.8,A,7.3,C,30.4,B,1.5,A
06M293,6,City College Academy of the Arts,Bernadette Drysdale,HS,High School,2.91,,,,,,,,,,
06M293,6,City College Academy of the Arts,Bernadette Drysdale,EMS,Middle,2.68,A,75.6,11.5,A,13.9,B,45.9,A,4.3,A
06M311,6,Amistad Dual Language School,Miriam Pedraja,EMS,K-8,51.76,A,78.5,12,A,12.4,B,44.6,A,9.5,A
06M314,6,Muscota,Tomasz Grabski,EMS,Elementary,43.41,B,50.8,1.4,F,0,F,46.4,A,3,A
06M319,6,M.S. 319 - Maria Teresa,Ysidro Abreu,EMS,Middle,2.49,A,71.7,13.1,A,8.3,C,43.3,A,7,A
06M321,6,M.S. 321 - Minerva,Pamela Russell-Glover,EMS,Middle,,,,,,,,,,,
06M322,6,Middle School 322,Erica Zigelman,EMS,Middle,2.58,B,51.8,8.1,B,6.5,C,34.9,B,2.3,A
06M324,6,M.S. 324 - Patria Mirabal,Janet Heller,EMS,Middle,2.46,A,69.2,13.7,A,10.5,C,37.5,A,7.5,A
06M325,6,P.S. 325,Gary H. Cruz,EMS,Elementary,66.89,C,15.1,8.6,B,3,D,3.5,F,0,A
06M326,6,M.S. 326 - Writers Today & Leaders Tomorrow,Sharon Weissbrot,EMS,Middle,2.24,A,63.8,10.5,A,7.3,C,39.2,A,6.8,A
06M328,6,M.S. 328 - Manhattan Middle School for Scientific Inquiry,Jorge Estrella,EMS,Middle,2.25,B,55.2,8.9,B,6.3,D,36.7,B,3.3,A
06M346,6,Community Health Academy of the Heights,Sandra Maldonado,HS,High School,2.29,,,,,,,,,,
06M346,6,Community Health Academy of the Heights,Sandra Maldonado,EMS,Middle,2.36,C,31.1,6,C,4.4,D,19.9,C,0.8,A
06M348,6,Washington Heights Expeditionary Learning School,Brett Kimmel,HS,High School,2.46,,,,,,,,,,
06M348,6,Washington Heights Expeditionary Learning School,Brett Kimmel,EMS,Middle,2.47,B,54.5,11.3,A,10.5,C,31.4,B,1.3,A
06M349,6,Harbor Heights,Monica Klehr,EMS,Middle,2.09,A,80.5,13.3,A,4,D,57.2,A,6,A
06M366,6,Washington Heights Academy,Crystal M. Felix,EMS,Elementary,45.09,B,42.9,7.6,B,8.4,C,25.4,B,1.5,F
06M368,6,Hamilton Heights School,Alva Buxenbaum,EMS,Elementary,50.14,C,31.1,8.1,B,0.8,F,22.2,C,0,A
06M423,6,High School for Excellence and Innovation,Tyona Washington,HST,High School Transfer,1.82,,,,,,,,,,
06M457,6,George Washington YABC,Samuel Akel,YABC,YABC,,A,98,13.4,A,20.6,A,55,A,9,
06M462,6,High School for International Business and Finance,Juan Alvarez,HS,High School,2.17,A,87.6,11.7,A,20.5,A,47.9,A,7.5,A
06M463,6,High School for Media and Communications,Ronni Michelen,HS,High School,2.26,B,62.6,8.5,C,15,B,39.1,B,0,B
06M467,6,High School for Law and Public Service,Nicholas Politis,HS,High School,2.22,A,76.9,11.1,A,19.8,A,44.5,A,1.5,A
06M468,6,High School for Health Careers and Sciences,Harris Marmor,HS,High School,2.28,B,66.3,8.8,B,14.5,B,40,B,3,A
06M528,6,I.S. 528 Bea Fuller Rodgers School,Norma Perez,EMS,Middle,2.75,C,26.7,8.6,B,4.1,D,13.5,D,0.5,A
06M540,6,A. Philip Randolph Campus High School,Henry Rubio,HS,High School,2.89,C,51.3,6.5,D,10.6,D,34.2,C,0,B
06M552,6,Gregorio Luperon High School for Science and Mathematics,Juan Villar,HS,High School,2.29,A,73.3,14.6,A,21.6,A,32.6,C,4.5,A
07X001,7,P.S. 001 Courtlandt School,Jorge Perdomo,EMS,Elementary,56.82,C,21.8,6.4,B,0.8,F,13.8,D,0.8,A
07X005,7,P.S. 005 Port Morris,Mary Padilla,EMS,Elementary,67.46,C,39.3,9.4,A,6.7,C,20.9,C,2.3,A
07X018,7,P.S. 018 John Peter Zenger,Jasmin Varela,EMS,Elementary,63.58,C,26,1.9,F,2.5,D,21.6,C,0,A
07X025,7,P.S. 025 Bilingual School,Carmen Toledo,EMS,Elementary,69.42,A,90.6,8.9,A,13.4,B,60,A,8.3,A
07X029,7,P.S./M.S. 029 Melrose School,Meredith Gotlin,EMS,K-8,61.97,C,38.7,4.6,C,5,D,27.8,B,1.3,B
07X030,7,P.S. 030 Wilton,Roxanne Marks,EMS,Elementary,67.16,A,58.7,9.3,A,2.1,D,42.3,A,5,A
07X031,7,P.S./M.S. 031 The William Lloyd Garrison,Liza Diaz,EMS,K-8,64.59,C,37.6,6.1,B,6,D,24,C,1.5,A
07X043,7,P.S. 043 Jonas Bronck,Giovanna Delucchi,EMS,Elementary,64.3,A,64.4,8.8,A,8.8,C,42.3,A,4.5,A
07X049,7,P.S. 049 Willis Avenue,Laura Galloway,EMS,Elementary,67.56,C,39.5,6.4,B,6.5,C,24.1,C,2.5,A
07X065,7,P.S. 065 Mother Hale Academy,Tashon Mckeithan,EMS,Elementary,67.83,C,39.7,2.7,F,2,D,33.5,B,1.5,B
07X151,7,J.H.S. 151 Lou Gehrig,Edna Cid,EMS,Middle,2.17,A,63.5,8.2,B,6.2,D,40.6,A,8.5,A
07X154,7,P.S. 154 Jonathan D. Hyatt,Marsha Elliott,EMS,Elementary,68,C,33.9,5.2,C,4.7,D,21.5,C,2.5,A
07X157,7,P.S. 157 Grove Hill,Ramona Duran,EMS,Elementary,61.88,B,56,5.4,C,8,C,37.8,A,4.8,A
07X161,7,P.S. 161 Ponce De Leon,Mark Weisman,EMS,Elementary,68.55,C,40.5,6.4,B,4,D,29.6,B,0.5,A
07X162,7,J.H.S. 162 Lola Rodriguez De Tio,Maryann Manzolillo,EMS,Middle,2.38,B,49.8,3.6,D,6.4,D,34.5,B,5.3,A
07X179,7,P.S. 179,Sherry Font Williams,EMS,Elementary,66.03,C,23.8,8.8,A,3.3,D,11.7,D,0,A
07X203,7,M.S. 203,William Hewlett Jr,EMS,Middle,2.09,C,38,7.2,B,3.4,F,25.1,C,2.3,A
07X221,7,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,HS,High School,2.44,A,89.7,9.2,B,21.9,A,52.6,A,6,A
07X221,7,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,EMS,Middle,2.46,C,28.6,6.1,C,5.3,D,16.4,D,0.8,A
07X223,7,M.S. 223 The Laboratory School of Finance and Technology,Ramon Gonzalez,EMS,Middle,2.81,A,78.8,9.8,A,11.5,B,47.7,A,9.8,A
07X224,7,P.S. / I.S. 224,Charles Johnson,EMS,Middle,2.26,B,61.6,8.4,B,5.6,D,42.3,A,5.3,A
07X277,7,P.S. 277,Cheryl Tyler,EMS,Elementary,64.94,C,23.2,8.3,B,0,F,14.9,D,0,A
07X296,7,South Bronx Academy for Applied Media,Roshone Ault,EMS,Middle,1.91,A,68.8,9.5,A,5.9,D,44.6,A,8.8,A
07X298,7,Academy of Public Relations,Amy Andino,EMS,Middle,2.03,A,65.7,8.2,B,5.8,D,45.7,A,6,A
07X321,7,Crotona Academy High School,Anthony W. Harris,HST,High School Transfer,2.2,D,42.7,7.5,C,8.3,F,26.9,D,0,B
07X334,7,International Community High School,Berena Cabarcas,HS,High School,1.66,B,64.1,11.5,A,11.5,D,41.1,B,0,
07X343,7,Academy of Applied Mathematics and Technology,Vincent Gassetto,EMS,Middle,2.37,A,62.9,11.2,A,8.3,C,37.6,A,5.8,A
07X369,7,Young Leaders Elementary School,Karen Collins,EMS,Elementary,65.47,D,20.3,2.8,D,0,F,17.5,C,0,
07X379,7,Jill Chaifetz Transfer High School,Anne Fennelly,HST,High School Transfer,2.23,B,63.6,8,C,19.6,A,36,B,0,
07X381,7,Bronx Haven High School,Lucinda Mendez,HST,High School Transfer,2.16,B,56.1,13.1,A,12.8,C,30.2,C,0,
07X385,7,Performance School,Lourdes Estrella,EMS,Elementary,65.96,C,36.9,0,F,0,F,33.1,B,3.8,
07X427,7,Community School for Social Justice,Sue-Ann Rosch,HS,High School,2.12,A,73.3,10.5,A,17.3,B,42.5,A,3,B
07X473,7,Mott Haven Village Preparatory High School,Flavia Puello Perdomo,HS,High School,2.11,B,67.8,10.5,A,17.3,B,40,B,0,A
07X495,7,University Heights Secondary School at Bronx Community College,Hazel Joseph Roseboro,HS,High School,2.74,A,79.3,9.7,B,16.1,B,47.5,A,6,A
07X500,7,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,HS,High School,2.86,B,66.7,8.5,C,22.1,A,30.1,C,6,B
07X500,7,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,EMS,Middle,2.6,A,65.6,8.5,B,10.9,B,42.4,A,3.8,A
07X520,7,Foreign Language Academy of Global Studies,Leba Collins Augone,HS,High School,2.08,C,52.8,10.2,B,14.5,B,28.1,D,0,B
07X527,7,Bronx Leadership Academy II High School,Elyse Doti,HS,High School,2.14,B,61.8,9.7,B,15.1,B,35.5,B,1.5,B
07X547,7,New Explorers High School,Jacob Hobson,HS,High School,2.05,D,45.6,10.7,A,8.6,F,26.3,D,0,C
07X548,7,Urban Assembly School for Careers in Sports,Felice Lepore,HS,High School,2.56,A,92.5,11.8,A,20.8,A,50.9,A,9,A
07X551,7,Bronx Academy of Letters,Anna Hall,HS,High School,2.34,A,85,12.9,A,23.3,A,47.3,A,1.5,A
07X551,7,Bronx Academy of Letters,Anna Hall,EMS,Middle,2.33,B,56.7,10.5,A,8.8,C,31.4,B,6,A
07X600,7,Alfred E. Smith Career and Technical Education High School,Rene Cassanova,HS,High School,1.95,C,49.8,9.2,B,9.2,F,31.4,C,0,C
07X655,7,Samuel Gompers Career and Technical Education High School,Joyce Mills Kittrell,HS,High School,1.7,C,50.3,4.7,F,12,C,32.1,C,1.5,D
07X670,7,Health Opportunities High School,Carron Staple,HS,High School,2.4,B,58.4,8.2,C,13.7,C,35,B,1.5,C
08X014,8,P.S. X014 Senator John Calandra,Jason Kovac,EMS,Elementary,40.81,C,20.2,3.2,D,4.4,D,11.6,D,1,A
08X036,8,P.S. 036 Unionport,Elvira Maresca,EMS,Elementary,54.16,B,48.4,10.2,A,10.3,B,26.9,B,1,A
08X048,8,P.S. 048 Joseph R. Drake,Roxanne Cardona,EMS,Elementary,64.74,B,56.2,6.2,B,7.8,C,37.7,A,4.5,A
08X062,8,P.S. 062 Inocensio Casanova,Lisa Manfredonia,EMS,Elementary,63.59,B,48.6,7.1,B,4.8,D,32.4,B,4.3,A
08X069,8,P.S. 069 The New Vision School,Alan Cohen,EMS,Elementary,60.57,A,80.4,8.6,B,13.9,B,49.1,A,8.8,A
08X071,8,P.S. 071 Rose E. Scala,Lance Cooper,EMS,K-8,39.68,C,39.2,3,D,7.5,C,25.7,B,3,A
08X072,8,P.S. 072 Dr. William Dorney,Margarita Colon,EMS,Elementary,54.75,C,25,5.8,C,3.2,D,14,D,2,A
08X075,8,P.S. 075,Marines Arrieta-Cruz,EMS,Elementary,64.36,B,52.2,6.4,B,7.4,C,35.4,A,3,A
08X093,8,P.S. 093 Albert G. Oliver,Donald Mattson,EMS,Elementary,61.95,B,54.4,7.2,B,7.4,C,35.3,A,4.5,A
08X100,8,P.S. 100 Isaac Clason,Chad Adam Altman,EMS,Elementary,59.77,C,35,6.9,B,5.8,C,21,C,1.3,B
08X101,8,M.S. X101 Edward R. Byrne,Kim Hampton Hewitt,EMS,Middle,3.58,C,41.6,7.3,B,9.9,C,24.4,C,0,C
08X107,8,P.S. 107,Pamela Lee,EMS,Elementary,62.16,D,6.3,4.4,C,0.4,F,1.5,F,0,B
08X119,8,P.S. 119,Lydia Tyner,EMS,Elementary,48.51,C,35.1,3.8,D,4.9,D,24.4,B,2,A
08X123,8,J.H.S. 123 James M. Kieran,Virginia Connelly,EMS,Middle,2.42,A,63.2,6.8,B,6.6,C,41.8,A,8,A
08X125,8,J.H.S. 125 Henry Hudson,Hilda Bairan,EMS,Middle,2.61,B,50.5,5.6,C,7.1,C,33.5,B,4.3,B
08X130,8,P.S. 130 Abram Stevens Hewitt,Lourdes Velazquez,EMS,Elementary,65.21,C,33.8,8.3,B,1.9,D,22.8,C,0.8,B
08X131,8,J.H.S. 131 Albert Einstein,Edward C. Leotta,EMS,Middle,2.65,C,39.6,5,C,5.8,D,26,B,2.8,B
08X138,8,P.S. 138 Samuel Randall,Lorraine Carrol-Dawkins,EMS,Elementary,58.56,C,24.2,7.9,B,5.7,D,9.8,F,0.8,A
08X140,8,P.S. X140 The Eagle School,Paul Cannon,EMS,Elementary,64.32,C,24.3,5.4,C,5.6,D,10.5,F,2.8,A
08X146,8,P.S. 146 Edward Collins,Janet Sanderson-Brown,EMS,Elementary,64.01,C,27.4,4.1,D,5.1,D,16.2,D,2,A
08X152,8,P.S. 152 Evergreen,Frances Lynch,EMS,Elementary,62.76,A,61.9,7.5,B,8,C,37.4,A,9,A
08X182,8,P.S. 182,Anne O'grady,EMS,Elementary,54.72,B,45.3,8.5,B,9.2,C,24.3,B,3.3,A
08X269,8,Bronx Studio School for Writers and Artists,David Vazquez,HS,High School,2.59,,,,,,,,,,
08X269,8,Bronx Studio School for Writers and Artists,David Vazquez,EMS,Middle,2.39,C,27.8,5.8,C,6.7,C,14.3,D,1,A
08X282,8,Women's Academy of Excellence,Arnette Crocker,HS,High School,2.66,C,53.4,5,F,16.5,B,28.9,C,3,
08X293,8,Renaissance High School for Musical Theater & Technology,Maria N Herrera,HS,High School,2.23,A,82.1,10.7,A,18.1,A,39.8,B,13.5,A
08X295,8,Gateway School for Environmental Research and Technology,Clifford Siegel,HS,High School,1.85,B,60.3,9.9,B,13.2,C,37.2,B,0,C
08X301,8,M.S. 301 Paul L. Dunbar,Benjamin Basile,EMS,Middle,2.25,C,40.7,7.5,B,5,D,25.7,B,2.5,B
08X302,8,M.S. 302 Luisa Dessus Cruz,Angel Rodriguez,EMS,Middle,2.23,A,67.1,9.8,A,9.4,C,41.9,A,6,A
08X304,8,P.S. 304 Early Childhood School,Joseph Nobile,EMS,Elementary,38.77,B,57,9.7,A,11.6,B,31.9,B,3.8,A
08X305,8,Pablo Neruda Academy for Architecture and World Studies,Ivan Cohen,HS,High School,1.94,B,66.7,8.7,B,15.5,B,39.5,B,3,C
08X312,8,Millennium Art Academy,Maxine Nodel,HS,High School,2.12,A,73.8,13,A,13.9,C,45.4,A,1.5,A
08X332,8,Holcombe L. Rucker School of Community Research,Sharif Rucker,HS,High School,2.13,C,55.1,9.3,B,10,D,32.8,C,3,
08X333,8,P.S. 333 - The Museum School,Arthur Brown,EC,K-3,62.37,C,21.9,6.3,B,3.9,D,7.2,C,4.5,
08X335,8,The Academy of the Arts,Erik Wright,EMS,Elementary,67.6,B,42.8,10.3,A,6.8,C,24.9,B,0.8,A
08X337,8,The School for Inquiry and Social Justice,Andrea Cyprys,EMS,Middle,2.33,A,68.2,8.7,B,11.4,B,41.3,A,6.8,A
08X366,8,Urban Assembly Academy of Civic Engagement,Cameron Berube,EMS,Middle,2.45,C,7.9,4.3,D,3.6,F,0,F,0,A
08X367,8,"Archimedes Academy for Math, Science and Technology Applications",Miriam Lazar,EMS,Middle,2.52,C,33.8,6.9,B,5.1,D,20.3,C,1.5,A
