DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2010-2011 OVERALL GRADE,2010-2011 OVERALL SCORE,2010-2011 ENVIRONMENT CATEGORY SCORE,2010-2011 ENVIRONMENT GRADE,2010-2011 PERFORMANCE CATEGORY SCORE,2010-2011 PERFORMANCE GRADE,2010-2011 PROGRESS CATEGORY SCORE,2010-2011 PROGRESS GRADE,2010-2011 ADDITIONAL CREDIT,2009-10 PROGRESS REPORT GRADE
06M314,6,Muscota,Camille Wallin,EMS,Elementary,41.92,C ,37.5,8,B ,4,D ,22,C ,3.5,B
06M319,6,M.S. 319 - Maria Teresa,Ysidro Abreu,EMS,Middle,2.25,A ,65.4,11.7,A ,11,B ,36.7,A ,6,A
06M321,6,M.S. 321 - Minerva,Pamela Russell-Glover,EMS,Middle,2.22,,,,,,,,,,
06M322,6,Middle School 322,Erica Zigelman,EMS,Middle,2.22,C ,33,8,B ,6.2,D ,18.3,C ,0.5,B
06M324,6,M.S. 324 - Patria Mirabal,Janet Heller,EMS,Middle,2.11,A ,79.4,13.5,A ,11.7,B ,44.2,A ,10,A
06M325,6,P.S. 325,Gary H. Cruz,EMS,Elementary,68.78,C ,32.2,9.3,A ,6,C ,16.9,C ,0,C
06M326,6,M.S. 326 - Writers Today & Leaders Tomorrow,Sharon Weissbrot,EMS,Middle,2.06,A ,67.8,9.7,A ,9.6,C ,42,A ,6.5,A
06M328,6,M.S. 328 - Manhattan Middle School for Scientific,Jorge Estrella,EMS,Middle,2.06,B ,45.3,12.3,A ,5.3,D ,26.2,B ,1.5,B
06M346,6,Community Health Academy of the Heights,Stephania Vu,EMS,Middle,2.05,C ,38.9,5.1,C ,4.2,D ,27.1,B ,2.5,C
06M348,6,Washington Heights Expeditionary Learning School,Brett Kimmel,EMS,Middle,2.16,A ,63.5,11.6,A ,10.9,B ,36.5,A ,4.5,B
06M349,6,Harbor Heights,Monica Klehr,EMS,Middle,1.92,A ,71.7,14.1,A ,5.7,D ,47.4,A ,4.5,A
06M366,6,Washington Heights Academy,Crystal M. Felix,EMS,Elementary,51.39,B ,41.5,3.6,D ,7.8,C ,29.1,B ,1,B
06M368,6,Hamilton Heights School,Alva Buxenbaum,EMS,Elementary,50.08,A ,58.6,10.1,A ,5.9,C ,39.6,A ,3,C
06M528,6,I.S. 528 Bea Fuller Rodgers School,Kristy Dela Cruz,EMS,Middle,2.43,D ,23.4,8.9,A ,5.3,D ,9.2,D ,0,C
07X001,7,P.S. 001 Courtlandt School,Jorge Perdomo,EMS,Elementary,67.67,D ,20.7,5,C ,4.7,D ,11,D ,0,C
07X005,7,P.S. 005 Port Morris,Mary Padilla,EMS,Elementary,67.54,B ,48.8,10.7,A ,8,C ,27,B ,3,C
07X018,7,P.S. 018 John Peter Zenger,Jasmin Varela,EMS,Elementary,64.06,A ,57.3,2.3,F ,7.2,C ,41.3,A ,6.5,C
07X025,7,P.S. 025 Bilingual School,Carmen Toledo,EMS,Elementary,70.41,B ,49.3,9.6,A ,11.5,B ,25.7,B ,2.5,A
07X029,7,P.S./M.S. 029 Melrose School,Meredith Gotlin,EMS,K-8,60.35,D ,21.1,5.3,C ,4,D ,11.3,D ,0.5,C
07X030,7,P.S. 030 Wilton,,EMS,Elementary,66.7,A ,68.4,8,B ,6.5,C ,47.4,A ,6.5,A
07X031,7,P.S./M.S. 031 The William Lloyd Garrison,Liza Diaz,EMS,K-8,63.77,C ,38.1,7.2,B ,7.3,C ,23,C ,0.5,C
07X043,7,P.S. 043 Jonas Bronck,Giovanna Delucchi,EMS,Elementary,64.58,A ,56.7,8.1,B ,9.1,C ,34.4,A ,5,A
07X049,7,P.S. 049 Willis Avenue,Laura Galloway,EMS,Elementary,65.52,B ,45.1,6.8,B ,8.2,C ,25.6,B ,4.5,C
07X065,7,P.S. 065 Mother Hale Academy,Jasmine Gonzalez,EMS,Elementary,68.59,B ,41.2,5.2,C ,3.2,D ,29.2,B ,3.5,C
07X151,7,J.H.S. 151 Lou Gehrig,Socorro Rivera,EMS,Middle,1.94,A ,62.2,10.6,A ,6.4,D ,37.1,A ,8,A
07X154,7,P.S. 154 Jonathan D. Hyatt,Marsha Elliott,EMS,Elementary,66.83,C ,30.5,3.6,D ,5.4,D ,20,C ,1.5,C
07X157,7,P.S. 157 Grove Hill,Ramona Duran,EMS,Elementary,62.76,C ,35.6,4.5,C ,9.4,C ,19.2,C ,2.5,B
07X161,7,P.S. 161 Ponce De Leon,Mark Weisman,EMS,Elementary,68.93,B ,43.2,6.1,B ,5.1,D ,29.5,B ,2.5,C
07X162,7,J.H.S. 162 Lola Rodriguez De Tio,Maryann Manzolillo,EMS,Middle,2.03,C ,27.1,2.9,D ,7,C ,17.2,C ,0,B
07X179,7,P.S. 179,Sherry Font Williams,EMS,Elementary,66.48,F ,13.4,7.7,B ,5.1,D ,0.1,F ,0.5,C
07X203,7,M.S. 203,William Hewlett Jr,EMS,Middle,1.78,C ,23.8,3.8,C ,2.9,F ,16.6,C ,0.5,C
07X221,7,South Bronx Preparatory: A College Board School,Ellen Reddon Flanagan,EMS,Middle,2.18,C ,34.3,7,B ,5.7,D ,20.6,C ,1,C
07X223,7,M.S. 223 The Laboratory School of Finance and Tech,Ramon Gonzalez,EMS,Middle,2.55,B ,50.7,10.5,A ,8.7,C ,28,B ,3.5,A
07X224,7,P.S. / I.S. 224,Sojourner Welch,EMS,Middle,2.05,D ,20.1,0.4,F ,3.2,F ,15,C ,1.5,B
07X277,7,P.S. 277,Cheryl Tyler,EMS,Elementary,65.68,F ,15.7,8.7,A ,2,D ,5,F ,0,C
07X296,7,South Bronx Academy for Applied Media,Roshone Ault,EMS,Middle,1.96,A ,59.8,9.5,A ,9.2,C ,35.1,A ,6,A
07X298,7,Academy of Public Relations,Barry Marks,EMS,Middle,2.04,A ,61.9,6.2,B ,8.4,C ,42.8,A ,4.5,A
07X343,7,Academy of Applied Mathematics and Technology,Vincent Gassetto,EMS,Middle,1.96,A ,60.8,11.5,A ,9.4,C ,32.9,B ,7,A
07X369,7,Young Leaders Elementary School,Karen Collins,EMS,Elementary,67.35,D ,20.7,6,B ,1.4,F ,11.8,D ,1.5,D
07X385,7,Performance School,Lourdes Estrella,EMS,Elementary,66.64,C ,26.8,5.3,C ,0.3,F ,20.2,C ,1,C
07X500,7,Hostos-Lincoln Academy of Science,Nicholas Paarlberg,EMS,Middle,2.53,C ,34.2,7.2,B ,8,C ,17.5,C ,1.5,A
07X551,7,Bronx Academy of Letters,Anna Hall,EMS,Middle,2.15,C ,34.3,6.7,B ,9,C ,17.1,C ,1.5,B
08X014,8,P.S. X014 Senator John Calandra,Ira Schulman,EMS,Elementary,39.93,D ,21.1,5.3,C ,4.7,D ,8.1,F ,3,C
08X036,8,P.S. 036 Unionport,Elvira Maresca,EMS,Elementary,54.63,B ,41.1,8.5,A ,10,C ,21.1,C ,1.5,B
08X048,8,P.S. 048 Joseph R. Drake,Roxanne Cardona,EMS,Elementary,64.11,A ,57.3,5.3,C ,8,C ,39,A ,5,B
08X062,8,P.S. 062 Inocensio Casanova,Lisa Manfredonia,EMS,Elementary,64.26,A ,61,5.6,C ,6.7,C ,42.7,A ,6,B
08X069,8,P.S. 069 The New Vision School,Sheila Durant,EMS,Elementary,61.49,A ,73.6,9.2,A ,14.5,A ,41.4,A ,8.5,A
08X071,8,P.S. 071 Rose E. Scala,Lance Cooper,EMS,K-8,42.11,C ,39.6,4.6,C ,9,C ,23,C ,3,C
08X072,8,P.S. 072 Dr. William Dorney,Margarita Colon,EMS,Elementary,54.41,C ,29.5,6,B ,2.4,D ,21.1,C ,0,C
08X075,8,P.S. 075,Marines Arrieta-Cruz,EMS,Elementary,64.21,A ,56.9,5.7,C ,8.7,C ,37,A ,5.5,B
08X093,8,P.S. 093 Albert G. Oliver,Donald Mattson,EMS,Elementary,62.53,A ,59.5,7.5,B ,8.7,C ,37.8,A ,5.5,B
08X100,8,P.S. 100 Isaac Clason,Chad Adam Altman,EMS,Elementary,59.97,B ,46.2,4.7,C ,8.4,C ,28.6,B ,4.5,C
08X101,8,M.S. X101 Edward R. Byrne,Kim Hampton Hewitt,EMS,Middle,3.29,B ,43.8,8.5,B ,10.1,C ,23.7,C ,1.5,C
08X107,8,P.S. 107,Katherine Hamm,EMS,Elementary,61.3,C ,30.9,2.7,D ,0.7,F ,26.5,B ,1,D
08X119,8,P.S. 119,Lydia Tyner,EMS,Elementary,48.85,B ,47.5,5.8,C ,7.1,C ,31.6,B ,3,C
08X123,8,J.H.S. 123 James M. Kieran,Tyra Williams,EMS,Middle,2.21,B ,50.8,5.3,C ,7.9,C ,33.1,B ,4.5,A
08X125,8,J.H.S. 125 Henry Hudson,Hilda Bairan,EMS,Middle,2.43,C ,28.6,4.4,C ,5.3,D ,16.9,C ,2,B
08X130,8,P.S. 130 Abram Stevens Hewitt,Lourdes Velazquez,EMS,Elementary,65.11,C ,35,7.3,B ,4,D ,21.2,C ,2.5,C
08X131,8,J.H.S. 131 Albert Einstein,Edward C. Leotta,EMS,Middle,2.4,C ,31,4,C ,5.6,D ,19.9,C ,1.5,C
08X138,8,P.S. 138 Samuel Randall,Lorraine Carrol-Dawkins,EMS,Elementary,59.86,C ,38.9,7.4,B ,8.6,C ,22.4,C ,0.5,C
08X140,8,P.S. X140 The Eagle School,Paul Cannon,EMS,Elementary,61.83,C ,36.2,5.2,C ,6.1,C ,23.9,C ,1,C
08X146,8,P.S. 146 Edward Collins,Janet Sanderson-Brown,EMS,Elementary,63.45,B ,41.5,8.9,A ,6.9,C ,23.6,C ,2,C
08X152,8,P.S. 152 Evergreen,Frances Lynch,EMS,Elementary,62.71,A ,62.3,8.1,B ,10.5,B ,36.7,A ,7,A
08X182,8,P.S. 182,Anne O'Grady,EMS,Elementary,55.72,B ,42.5,6.3,B ,9.5,C ,23.7,C ,3,B
08X269,8,Bronx Studio School for Writers and Artists,David Vazquez,EMS,Middle,2.27,C ,35.8,4.9,C ,7.1,C ,20.2,C ,3.5,C
08X301,8,M.S. 301 Paul L. Dunbar,Benjamin Basile,EMS,Middle,2.11,C ,30.5,5,C ,5.9,D ,18.1,C ,1.5,C
08X302,8,M.S. 302 Luisa Dessus Cruz,Angel Rodriguez,EMS,Middle,2.02,A ,77.7,8.6,B ,11.2,B ,48.9,A ,9,A
08X304,8,P.S. 304 Early Childhood School,Joseph Nobile,EMS,Elementary,39.39,B ,46.4,10.3,A ,12.2,B ,20.9,C ,3,B
08X333,8,P.S. 333 - The Museum School,Arthur Brown,EMS,Elementary,63.54,C ,28.7,6,B ,7.1,C ,15,D ,0.5,C
08X335,8,The Academy of the Arts,Erik Wright,EMS,Elementary,66.56,B ,45.1,7.3,B ,8.3,C ,27.5,B ,2,B
08X337,8,The School for Inquiry and Social Justice,Andrea Cyprys,EMS,Middle,2.21,A ,71.8,7.8,B ,12.7,B ,42.8,A ,8.5,A
08X366,8,Urban Assembly Academy of Civic Engagement,Cameron Berube,EMS,Middle,2.12,C ,30.7,5.2,C ,7.5,C ,13.9,D ,4,C
08X367,8,"Archimedes Academy for Math, Science and Technolog",Miriam Lazar,EMS,Middle,2.42,B ,47.6,4.4,C ,7.1,C ,30.1,B ,6,C
08X371,8,Urban Institute of Mathematics,Jennifer Joynt,EMS,Middle,2.47,B ,50.7,7,B ,10.8,B ,29.4,B ,3.5,B
08X375,8,The Bronx Mathematics Preparatory School,Mark D. Clarke,EMS,Middle,2.26,C ,25.1,4.8,C ,4.6,D ,13.7,D ,2,C
08X376,8,"Antonia Pantoja Preparatory Academy, A College Boa",Nancy Jacqueline Diaz,EMS,Middle,2.36,B ,47.7,2.5,D ,9.8,C ,30.9,B ,4.5,C
08X424,8,The Hunts Point School,John Hughes,EMS,Middle,2.08,C ,38.6,6.1,C ,6.5,C ,22,C ,4,B
08X448,8,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,William Frackelton,EMS,Middle,2.38,D ,18.8,4.9,C ,4.8,D ,8.6,D ,0.5,
08X467,8,MOTT HALL COMMUNITY SCHOOL,Geovanti Steward,EMS,Middle,2.34,B ,50.4,9.9,A ,10,C ,28,B ,2.5,
09X002,9,P.S. 002 Morrisania,Lisa Debonis,EMS,Elementary,76.52,,,,,,,,,,
09X004,9,P.S./M.S. 004 Crotona Park West,Vincent Resto,EMS,K-8,65.53,C ,36.8,6.7,B ,7.1,C ,22.5,C ,0.5,B
09X011,9,P.S. 011 Highbridge,Elizabeth Hachar,EMS,Elementary,64.69,D ,21.2,2.9,D ,3.8,D ,14,D ,0.5,B
09X022,9,J.H.S. 022 Jordan L. Mott,Linda Rosenbury,EMS,Middle,2.29,C ,29.9,7.6,B ,2.7,F ,19.5,C ,0,C
09X028,9,P.S. 028 Mount Hope,Marie Barresi,EMS,Elementary,67.24,B ,42.8,9.1,A ,8,C ,23.2,C ,2.5,B
09X035,9,P.S. 035 Franz Siegel,Graciela Navarro,EMS,Elementary,61.38,B ,48.8,8.1,B ,12.4,B ,23.8,C ,4.5,C
09X042,9,P.S. 042 Claremont,Patricia Rigot Kulow,EMS,Elementary,66.65,C ,31.8,6,B ,7,C ,15.3,D ,3.5,A
09X053,9,P.S. 053 Basheer Quisim,Collin Wolfe,EMS,Elementary,62.55,B ,47.5,3.8,C ,11.2,B ,26,B ,6.5,C
09X055,9,P.S. 055 Benjamin Franklin,Luis Torres,EMS,Elementary,63.48,B ,41,4,C ,3.3,D ,29.7,B ,4,C
09X058,9,P.S. 058,Velma Gunn,EMS,Elementary,66.87,D ,23.3,1.4,F ,4,D ,16.8,C ,1,C
09X063,9,P.S. 063 Author's Academy,Reinaldo Diaz-Lens,EMS,Elementary,67.32,C ,37.9,7.3,B ,15.9,A ,11.7,D ,3,B
09X064,9,P.S. 064 Pura Belpre,Tara Obrien,EMS,Elementary,69.92,D ,18.8,6.6,B ,1.9,D ,10.3,F ,0,C
09X070,9,P.S. 070 Max Schoenfeld,Kerry Castellano,EMS,Elementary,62.72,C ,31.4,5.5,C ,3.9,D ,21,C ,1,C
09X073,9,P.S. 073 Bronx,Jean Mirvil,EMS,Elementary,64.58,A ,57.6,6.7,B ,3.8,D ,40.1,A ,7,B
09X088,9,P.S. X088 - S. Silverstein Little Sparrow School,Melinda Hyer,EC,K-3,64.27,B ,38.2,8.3,B ,13.2,A ,12.7,B ,4,B
09X090,9,P.S. 090 George Meany,Joan Kong,EMS,Elementary,61.31,,,,,,,,,,
09X109,9,P.S. 109 Sedgwick,Amanda Blatter,EMS,Elementary,65.96,B ,44.7,9,A ,10.3,B ,22.9,C ,2.5,A
09X110,9,P.S. 110 Theodore Schoenfeld,Daisy Perez,EMS,Elementary,64.27,B ,42.6,8.3,B ,11.1,B ,18.1,C ,5,B
09X114,9,P.S. X114 - Luis Llorens Torres Schools,Olivia Francis-Webber,EMS,Elementary,64.79,F ,17.5,6.7,B ,1.9,D ,8.3,F ,0.5,B
09X117,9,I.S. 117 Joseph H. Wade,Delise Jones,EMS,Middle,2.09,C ,39.3,6.4,B ,6.3,D ,25.1,B ,1.5,B
09X126,9,P.S. 126 Dr Marjorie H Dunbar,Nadine Kee-Foster,EMS,Elementary,64.36,A ,60.5,3.7,D ,6.5,C ,41.2,A ,9,B
09X128,9,Mott Hall III,Jorisis Stupart,EMS,Middle,2.82,A ,65.7,7,B ,12.6,B ,39.6,A ,6.5,A
09X132,9,P.S. 132 Garret A. Morgan,Anissa Chalmers,EMS,Elementary,67.08,C ,37.4,4.2,C ,2.9,D ,27.8,B ,2.5,B
09X145,9,J.H.S. 145 Arturo Toscanini,Robert Hannibal,EMS,Middle,2.04,B ,53.3,11.4,A ,5.9,D ,32,B ,4,B
09X163,9,P.S. 163 Arthur A. Schomburg,Dilsia Martinez,EMS,Elementary,67.41,C ,27.2,5.1,C ,6,C ,15.5,C ,0.5,C
09X166,9,J.H.S. 166 Roberto Clemente,Lauren Reiss,EMS,Middle,2.24,,,,,,,,,,
09X170,9,P.S. 170,Nancy Ramos,EC,K-2,61.09,B ,29.9,13.1,A ,9,B ,7.7,C ,0,B
09X199,9,P.S. 199X - The Shakespeare School,Lilia Navarrete,EMS,Elementary,67.52,A ,79.5,6.6,B ,12.7,B ,51.7,A ,8.5,A
09X204,9,P.S. 204 Morris Heights,Marcy Glattstein,EMS,Elementary,63.49,B ,44.3,13.4,A ,14,B ,14.8,D ,2,A
09X215,9,Kappa,Sheri Warren,EMS,Middle,2.88,B ,55,8.8,A ,7.9,C ,33.3,B ,5,B
09X218,9,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,Leticia Rosario,EMS,K-8,61.21,C ,41,10.8,A ,11.4,B ,18.3,C ,0.5,A
09X219,9,I.S. 219 New Venture School,Dominic Cipollone,EMS,Middle,2.01,C ,30.4,3.9,C ,5.1,D ,20.9,C ,0.5,B
09X229,9,I.S. 229 Roland Patterson,Ezra Matthias,EMS,Middle,1.85,B ,56.9,5.5,C ,6.3,D ,37.1,A ,8,B
09X230,9,P.S. 230 Dr Roland N. Patterson,Rowena Penn-Jackson,EMS,Elementary,68.04,C ,27.3,3.5,D ,3.8,D ,17.5,C ,2.5,C
09X232,9,I.S. 232,Neifi Acosta,EMS,Middle,2.14,A ,59.9,7.6,B ,8.1,C ,38.7,A ,5.5,A
09X236,9,P.S. 236 Langston Hughes,Beverly Ellis,EC,K-2,67.56,C ,22.1,8.6,B ,5.3,C ,7.2,C ,1,B
09X241,9,Urban Assembly School for Applied Math and Science,Kenneth Baum,EMS,Middle,2.49,B ,44.2,7.8,B ,10.2,C ,23.7,C ,2.5,B
09X250,9,Eximius College Preparatory Academy: A College Boa,Tammy Smith,EMS,Middle,2.44,,,,,,,,,,
09X303,9,I.S. X303 Leadership & Community Service,Patricia Bentley,EMS,Middle,2.55,C ,29.6,8.8,A ,2.9,F ,16.4,C ,1.5,C
09X313,9,I.S. 313 School of Leadership Development,Lauren Wilkins,EMS,Middle,2.08,C ,30.7,4.6,C ,6.1,D ,18.5,C ,1.5,B
09X323,9,Bronx Writing Academy,Kamar Samuels,EMS,Middle,2.29,C ,30.5,3.5,C ,6.4,D ,19.6,C ,1,A
09X324,9,Bronx Early College Academy for Teaching & Learnin,John Barnes,EMS,Middle,2.3,C ,26.6,7.5,B ,6.5,C ,12.6,D ,0,B
09X325,9,Urban Science Academy,Patrick Kelly,EMS,Middle,2.2,C ,33.8,4.9,C ,4.3,D ,23.1,C ,1.5,B
09X327,9,Comprehensive Model School Project M.S. 327,Manuel Ramirez,EMS,Middle,2.41,B ,56.5,7.6,B ,12,B ,30.9,B ,6,A
09X328,9,New Millennium Business Academy Middle School,Dorald Bastian,EMS,Middle,2.05,D ,15.6,3.8,C ,5.2,D ,5.6,F ,1,C
09X339,9,I.S. 339,Jason Levy,EMS,Middle,2.03,D ,19.2,3.9,C ,3.7,D ,11.6,D ,0,B
09X413,9,Bronx High School for Medical Science,William Quintana,EMS,Middle,2.57,B ,45.2,9.4,A ,8.4,C ,24.4,C ,3,B
09X443,9,THE FAMILY SCHOOL,Pamela Lee,EC,K-3,65.97,D ,14.7,6.3,C ,1.2,F ,4.1,F ,3,
09X454,9,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,Dr. Patrick Awosogba,EMS,Middle,2.22,A ,71.7,9.8,A ,9.5,C ,44.9,A ,7.5,
09X457,9,SHERIDAN ACADEMY FOR YOUNG LEADERS,Lisette Febus,EC,K-3,62.95,C ,18.3,10.1,A ,2.9,F ,5.3,C ,0,
09X505,9,"Bronx School for Law, Government and Justice",Meisha Ross-Porter,EMS,Middle,2.67,C ,40.3,8.1,B ,7.7,C ,18.5,C ,6,C
09X517,9,Frederick Douglass Academy III Secondary School,Rahesha Amon,EMS,Middle,2.51,,,,,,,,,,C
10X003,10,P.S. 3 Raul Julia Micro Society,Denise Brown,EMS,K-8,62.92,B ,48.6,3.4,D ,9.9,C ,29.8,B ,5.5,A
10X007,10,P.S. 007 Kingsbridge,Frank Patterson,EMS,Elementary,57.65,A ,66.8,11.4,A ,8.3,C ,42.1,A ,5,C
10X008,10,P.S. 008 Issac Varian,Rosa Maria Peralta,EMS,Elementary,58.75,B ,42.6,4.5,C ,9.8,C ,27.8,B ,0.5,B
10X009,10,P.S. 9 Ryer Avenue Elementary School,Jacqueline Bailey,EMS,Elementary,64.76,C ,35,5.6,C ,7,C ,20.3,C ,2,C
10X015,10,P.S. X015 Institute for Environmental Learning,Tara Edmonds,EMS,K-8,60.32,A ,64.3,13,A ,14.4,A ,32.4,B ,4.5,A
10X020,10,P.S. 20 P.O.George J. Werdan III,Carol Carlsen,EMS,K-8,59.31,C ,37.5,6.4,B ,9.4,C ,21.2,C ,0.5,B
10X023,10,P.S. 023 The New Children's School,Shirley Torres,EC,K-2,69.16,B ,29.9,7.6,B ,6.7,C ,10.5,B ,5,C
10X024,10,P.S. 024 Spuyten Duyvil,Donna Connelly,EMS,Elementary,24.77,B ,45,3,D ,10,C ,27,B ,5,C
10X032,10,P.S. 032 Belmont,Esther Schwartz,EMS,Elementary,65.11,B ,43.2,9.4,A ,14.2,A ,10.6,F ,9,A
10X033,10,P.S. 033 Timothy Dwight,Lynette Santos,EMS,Elementary,64.27,C ,40,7.9,B ,5.9,C ,23.7,C ,2.5,A
10X037,10,P.S. X037 - Multiple Intelligence School,Kenneth Petriccione,EMS,K-8,60.73,C ,31.6,5.3,C ,8.4,C ,15.9,C ,2,B
10X045,10,Thomas C. Giordano Middle School 45,Annamaria Giordano,EMS,Middle,2.5,C ,40.4,5.7,C ,7,C ,24.2,C ,3.5,C
10X046,10,P.S. 046 Edgar Allan Poe,Jennifer Alexander-Ade,EMS,Elementary,64.55,C ,35.1,4.9,C ,5.3,D ,23.9,C ,1,C
10X051,10,P.S. 051 Bronx New School,Paul Smith,EMS,Elementary,56.43,A ,72,10.5,A ,9.7,C ,47.8,A ,4,B
10X054,10,P.S. / I.S. 54,Maribelle Nunez-Pardo,EMS,Elementary,66.74,D ,22.6,2.1,F ,5.2,D ,14.3,D ,1,C
10X056,10,P.S. 056 Norwood Heights,Priscilla Sheeran,EMS,Elementary,50.49,A ,67.1,10.1,A ,8.5,C ,42.5,A ,6,A
10X059,10,P.S. 059 The Community School of Technology,Christine Mchugh,EMS,Elementary,66.27,B ,41.6,6.8,B ,7.7,C ,23.1,C ,4,B
10X079,10,P.S. 079 Creston,Angelyn Donald,EMS,Middle,2.07,,,,,,,,,,
10X080,10,J.H.S. 080 The Mosholu Parkway,Lovey Mazique-Rivera,EMS,Middle,2.1,C ,31.2,2.5,D ,5.6,D ,21.6,C ,1.5,B
10X081,10,P.S. 081 Robert J. Christen,Melodie Mashel,EMS,Elementary,34.92,C ,36,7.9,B ,8.5,C ,17.1,C ,2.5,C
10X085,10,P.S. 085 Great Expectations,Ted Husted,EMS,Elementary,67.25,C ,26.3,4.4,C ,2.1,D ,19.8,C ,0,C
10X086,10,P.S. 086 Kingsbridge Heights,Sheldon Benardo,EMS,Elementary,62.16,A ,61.7,12.5,A ,10.7,B ,31.5,B ,7,A
10X091,10,P.S. 091 Bronx,Meridith Struhl Nasjlett,EMS,Elementary,63.55,C ,40.2,2.5,F ,7,C ,30.7,B ,0,B
10X094,10,P.S. 094 Kings College School,Diane Daprocida,EMS,Elementary,59.42,C ,39.9,4.8,C ,5.2,D ,27.4,B ,2.5,C
10X095,10,P.S. 095 Sheila Mencher,Serge Marshall Davis,EMS,K-8,54.73,C ,38.2,1.5,F ,7.7,C ,24,C ,5,B
10X118,10,J.H.S. 118 William W. Niles,Elizabeth Lawrence,EMS,Middle,2.84,C ,28.9,4.9,C ,8,C ,16,C ,0,C
10X141,10,Riverdale / Kingsbridge Academy (Middle School / H,Lori O'Mara,EMS,Middle,2.78,C ,35.5,2.9,D ,9.9,C ,20.7,C ,2,D
10X159,10,P.S. 159 Luis Munoz Marin Biling,Luis Liz,EMS,Elementary,69.46,C ,31.6,9.5,A ,8.9,C ,13.2,D ,0,B
10X205,10,P.S. 205 Fiorello Laguardia,Carol Rosado,EMS,Elementary,61.78,B ,46,9.5,A ,13.9,B ,17.1,C ,5.5,A
10X206,10,I.S. 206 Ann Mersereau,David Neering,EMS,Middle,2.37,C ,41.1,7.8,B ,7.1,C ,22.7,C ,3.5,B
10X207,10,P.S. 207,Maria Rosado,EC,K-2,59.62,C ,26.7,8.7,B ,7.8,B ,8.1,C ,2,C
10X209,10,P.S. 209,Anne Keegan,EC,K-2,66.93,B ,37.9,14.3,A ,10.1,B ,10.4,B ,3,A
10X225,10,Theatre Arts Production Company School,Lynn Passarella,EMS,Middle,2.49,C ,29.6,6.6,B ,7.1,C ,15.9,C ,0,B
10X226,10,P.S. 226,Gloria Darden,EMS,Elementary,67.99,C ,39.9,8.1,B ,5,D ,25.3,B ,1.5,D
10X228,10,Jonas Bronck Academy,Donalda Chumney,EMS,Middle,2.42,B ,47.2,12.7,A ,11.2,B ,21.3,C ,2,A
10X243,10,West Bronx Academy for the Future,Wilper Morales,EMS,Middle,2.34,C ,39.7,9.6,A ,9.2,C ,18.9,C ,2,C
10X244,10,The New School for Leadership and Journalism,Dolores Peterson,EMS,Middle,2.15,A ,69.5,11.2,A ,11.9,B ,38.9,A ,7.5,B
10X246,10,P.S. 246 Poe Center,Beverly Miller,EMS,Elementary,65.57,B ,40.8,7.8,B ,6,C ,24.5,B ,2.5,C
10X254,10,I.S. 254,Wilford Hemans,EMS,Middle,2.06,C ,36.6,3.6,C ,8.6,C ,21.4,C ,3,A
10X279,10,"P.S. 279 Captain Manuel Rivera, Jr.",James Waslawski,EMS,K-8,64.33,B ,47.6,8.8,A ,7,C ,28.8,B ,3,B
10X280,10,P.S./M.S. 280 Mosholu Parkway,James Weeks,EMS,K-8,56.89,B ,44.3,8.6,A ,12,B ,22.7,C ,1,A
10X291,10,P.S. 291,Carlos Velez,EMS,Elementary,67.27,B ,41.2,11.8,A ,13.4,B ,16,C ,0,B
10X306,10,P.S. 306,Darryl Harrington,EMS,Elementary,61,D ,24.9,5.5,C ,4,D ,14.9,D ,0.5,C
10X307,10,P.S. X307 - Eames Place,Luisa Fuentes,EMS,Elementary,59.62,A ,57.5,13.8,A ,18.6,A ,24.6,B ,0.5,A
10X308,10,Bronx Dance Academy School,Sandra Sanchez,EMS,Middle,2.22,B ,48.5,8.9,A ,8.6,C ,25.5,B ,5.5,B
10X310,10,P.S. 310 Marble Hill,Elizabeth Cardona,EMS,Elementary,59.51,D ,25.2,6.1,B ,6.6,C ,12,D ,0.5,A
10X315,10,P.S. 315 Lab School,Elsie Cardona-Berardinelli,EMS,K-8,61.52,A ,64.2,11.2,A ,14.6,A ,33.4,B ,5,A
10X331,10,The Bronx School of Science Inquiry and Investigat,Serapha Cruz,EMS,Middle,2.16,B ,43.3,9.5,A ,6.4,D ,24.4,C ,3,B
10X340,10,P.S. 340,Nelly Maldonado,EMS,Elementary,61.26,C ,31.7,11.5,A ,6.5,C ,13.7,D ,0,B
10X342,10,International School for Liberal Arts,Migdalia Carrillo,EMS,Middle,2.15,A ,73.6,10.4,A ,4.5,D ,51.7,A ,7,B
10X344,10,Ampark Neighborhood,Elizabeth Lopez-Towey,EMS,Elementary,29.86,C ,22.1,4.9,C ,7.3,C ,9.9,F ,0,
10X360,10,P.S. 360,Nancy Rodriguez-Lewis,EMS,Elementary,62.69,C ,33.1,5.5,C ,6.2,C ,19.4,C ,2,B
10X363,10,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,Angelo Ledda,EMS,Middle,2.07,,,,,,,,,,
10X368,10,In-Tech Academy (M.S. / High School 368),Yvette Allen,EMS,Middle,2.38,B ,48.7,7.8,B ,9.6,C ,27.3,B ,4,B
